headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
A New Face In the Sights,"Analysis: Pres Bush's forcefully delivered speech at United Nations significantly escalates mission he assigned to himself after Sept 11 attacks, and formally changes face of America's primary enemy from Osama bin Laden to Saddam Hussein; Bush makes no case that Hussein's government is connected to terrorists who plotted Sept 11 attacks, nor does he share any new intelligence that Iraq had made any significant strides in rebuilding its arsenal of nuclear, chemical or biological weapons; instead, he argues that credibility of UN and secure world order require that international community respond to intolerable threat he says is posed by Iraq's 'weapons of mass murder,' developed to brandish against America and its allies; says threat is so strong that Hussein should be removed from power; photo (M)",Foreign Desk,"[u'NEW YORK CITY', u'IRAQ', u'WASHINGTON (DC)']",1108,"President Bush has formally changed the face of America's primary enemy from Osama bin Laden, whereabouts unknown, to Saddam Hussein, an old nemesis who cheated both Mr. Bush's father and President Clinton out of fulfillment of the terms of surrender...",The New York Times,"[u'ATOMIC WEAPONS', u'BIOLOGICAL AND CHEMICAL WARFARE', u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/13/world/threats-and-responses-news-analysis-a-new-face-in-the-sights.html,World; Front Page; Washington,2002-09-13,An Analysis; News Analysis,4fd220d68eb7c8105d7a4a83
Bush Presses U.N. to Act Quickly on Disarming Iraq,"Pres Bush, in forceful, blunt address at General Assembly, challenges United Nations to force Saddam Hussein to disarm and end torture and repression of his people; says that if Iraq continues its defiance of international resolutions, 'action will be unavoidable'; invites world leaders to take same determined, firm stand as United States; reminds them that Hussein has ignored 11 years of UN resolutions ordering him to destroy his weapons of mass destruction, to cease supporting terrorism, to account for prisoners from Persian Gulf war and to end pattern of repression; does not threaten war, but that is clear implication; foreign leaders and delegates applaud politely and express relief that he has turned to UN for another Security Council resolution to press his case against Iraq; some express concern that world body would, in effect, be used to oust leader of member nation; photos (M)",Foreign Desk,[u'IRAQ'],1511,"President Bush challenged the United Nations today to force Saddam Hussein to disarm and end torture and repression of his people, saying that if Iraq continued its defiance of international resolutions, ''action will be unavoidable.''    In a...",The New York Times,"[u'ATOMIC WEAPONS', u'BIOLOGICAL AND CHEMICAL WARFARE', u'UNITED STATES INTERNATIONAL RELATIONS', u'PERSIAN GULF WAR', u'PRISONERS OF WAR', u'FREEDOM AND HUMAN RIGHTS', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/13/world/threats-responses-president-bush-presses-un-act-quickly-disarming-iraq.html,World; Front Page; Washington,2002-09-13,News,4fd220d68eb7c8105d7a4a82
"At a Mosque in London, bin Laden Is Hailed as a Hero","Muslim leaders in London who are known as supporters of holy war seize on year anniversary of Sept 11 to hail Osama bin Laden as hero and to evoke 'positive outcomes' of attacks in New York and Washington; about 150 people attend conference at Finsbury Park mosque organized by group called Al Muhajiroun; mainstream Islamic leaders dismiss group as insignificant; elsewhere in Britain, much of country mourns America's loss and its own on Sept 11; photo (M)",Foreign Desk,"[u'NEW YORK CITY', u'GREAT BRITAIN', u'LONDON (ENG)', u'WASHINGTON (DC)']",783,"Even as much of Britain mourned America's loss and its own on Sept. 11, Muslim leaders known here as supporters of holy war seized on the moment of grief to hail Osama bin Laden as a hero and to evoke the ''positive outcomes'' of the attacks in New...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/13/world/threats-responses-britain-mosque-london-bin-laden-hailed-hero.html,World,2002-09-13,News,4fd2812a8eb7c8105d84d2a6
'Feeling of Frustration' Makes Arab World an Explosive Region,"Article in series Perspectives; Prince Khalid al-Faisal al-Saud of Saudi Arabia talks about Sept 11 terrorist attacks and aftermath; says there is dread in Arab world that Pres Bush's fight against terror might ultimately breed more violence, not less, and perception that entire effort to fight terrorism has been shanghaied by Israel to justify its occupation of Palestinian land; his remarks reflect how widening gap between United States and its traditional Arab allies has emerged because each paints other as problem and dismisses other's preceptions; prince, governor of province that was home to four Sept 11 hijackers, reiterates position Saudi Arabia adopted soon after attacks, seeking to disassociate itself entirely from what it sees as delusional, lunatic fringe trying to use warped version of Islam as route to ruling Arabian peninsula; absolute rulers in region ultimately see terrorism as effort to unseat them; prince rejects notion that what most people view as royal family's monopoly on power and its profligate ways has any connection with frustrations that lead some young men to terrorism; photo; biographical data; excerpts from interview (M)",Foreign Desk,"[u'NEW YORK CITY', u'ISRAEL', u'WASHINGTON (DC)', u'SAUDI ARABIA']",1491,"The Arab world has been wary about the campaign against terrorism ever since President Bush first described it as a crusade, his offhand remark conjuring up ghosts of the the Middle Ages. Those ghosts were never completely laid to rest, and now, with...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'PALESTINIANS', u'SURVEYS AND SERIES', u'POLITICS AND GOVERNMENT', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/13/world/threats-responses-feeling-frustration-makes-arab-world-explosive-region.html,World; Washington,2002-09-13,Series,4fd238298eb7c8105d7cb2aa
U.S. Labeling of Group in China as Terrorist Is Criticized,"Bush administration decision to brand as terrorist East Turkestan Islamic Movement, obscure Muslim group with roots in western China, is greeted with skepticism by many Western diplomats and scholars; they say Americans have offered little hard evidence for applying label, and seem more concerned with softening Chinese opposition to possible attack on Iraq than with potential threat posed by group; United States has joined China in persuading United Nations to add group to its global watch list, step China has welcomed; State Dept officials refuse to provide instances of violations by group, while asserting that Washington has independent evidence of its terrorist acts both in and out of China (M)",Foreign Desk,"[u'NEW YORK CITY', u'IRAQ', u'CHINA', u'WASHINGTON (DC)']",1290,The Bush administration's decision to brand as terrorist an obscure Muslim group with roots in western China has been greeted with skepticism by many Western diplomats and scholars. They say the Americans have offered little hard evidence for...,The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'HIJACKING', u'CHINA-INTERNATIONAL RELATIONS-US', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/13/world/us-labeling-of-group-in-china-as-terrorist-is-criticized.html,World; Washington,2002-09-13,News,4fd2396d8eb7c8105d7cd400
Federal Judge Drops Charges Of Perjury In Chicago,"Federal Judge Joan Gottschall in Chicago throws out perjury indictment against Islamic charity, Benevolence International Foundation, and its leader, Enaam M Arnaout, who were accused of lying about ties to Osama bin Laden and whether they had secretly funneled money to his terrorist network, Al Qaeda; case reviewed (M)",National Desk,[],620,"A federal judge in Chicago today threw out a perjury indictment against an Islamic charity and its leader, who were accused of lying about ties to Osama bin Laden and whether they had secretly funneled money to his terrorist network, Al Qaeda.   ...",The New York Times,"[u'TERRORISM', u'PERJURY']",http://www.nytimes.com/2002/09/14/us/threats-responses-charity-federal-judge-drops-charges-perjury-chicago.html,U.S.,2002-09-14,News,4fd2227c8eb7c8105d7a79bb
Canadian Teenager Held by U.S. in Afghanistan in Killing of American Medic,"Canadian officials say Canadian Omar Khadr, 15, accused of killing American medic while fighting with Al Qaeda in Afghanistan, is being held there by United States; Bush administration has refused to let Canadian consular officials interview him; accounts of Khadr family's activities in radical Muslim politics have embarrased Canada as it works to tighten security in its immigration policy; boy's father, Ahmed Said Khadr, Egyptian-born Canadian citizen believed to be close associate of Osama bin Laden, is though to be hiding in Pakistan or Afghanistan; Canadian intelligence officials say they have long been monitoring family and want to question boy about terrorist activities in Canada (M)",Foreign Desk,"[u'NEW YORK CITY', u'CANADA', u'PAKISTAN', u'WASHINGTON (DC)', u'AFGHANISTAN']",807,"A Canadian teenager accused of killing an American medic while fighting with Al Qaeda in Afghanistan is being held there by the United States, Canadian officials say.     The Canadian government has requested that Washington allow its consular...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/14/world/threats-responses-detainee-canadian-teenager-held-us-afghanistan-killing.html,World; Washington,2002-09-14,News,4fd2227c8eb7c8105d7a79b4
"On Tip, Dutch Border Police Detain Iraqi Kurdish Militant",Norwegian and D,Foreign Desk,"[u'IRAQ', u'NORWAY']",378,"A reputed Iraqi Kurd guerrilla leader who has refugee status in Norway and has been linked by some Americans to Al Qaeda has been detained in Amsterdam, according to Norwegian and Dutch officials.    The man, Najmuddin Faraj Ahmad, better known as...",The New York Times,[u'KURDS'],http://www.nytimes.com/2002/09/14/world/threats-responses-amsterdam-tip-dutch-border-police-detain-iraqi-kurdish.html,World,2002-09-14,News,4fd238268eb7c8105d7cafda
Judge Questions Bid to Use 9/11 Tapes in Trial,Judge Leonie M Brinkema rules cockpit voice recordings from hijacked United Airlines jet that crashed in Pennsylvania Sept 11 have marginal evidentiary value in trial of Zacarias Moussaoui in hijacking case and could unfairly prejudice jury; orders Justice Department to provide written explanation of recordings' relevance (M),National Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",570,The federal judge overseeing the trial of Zacarias Moussaoui suggested in a ruling today that she would not allow a jury to hear cockpit voice recordings from the hijacked United Airlines jet that crashed in Pennsylvania on Sept. 11 because the tapes...,The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'HIJACKING', u'TERRORISM', u'DECISIONS AND VERDICTS']",http://www.nytimes.com/2002/09/14/us/threats-and-responses-the-tapes-judge-questions-bid-to-use-9-11-tapes-in-trial.html,U.S.,2002-09-14,News,4fd26a4e8eb7c8105d82199e
"Lab Suggests Qaeda Planned To Build Arms, Officials Say","Defense Department officials disclose new details about and photos of centrifuge and drying oven found in laboratory near Kandahar, Afghanistan, they say Al Qaeda intended to use to make biological and chemical arms, press briefing; suspect equipment had not been used; say no live agents were found and that laboratory was still under construction when it was discovered in spring by British forces (M)",Foreign Desk,"[u'NEW YORK CITY', u'GREAT BRITAIN', u'WASHINGTON (DC)', u'AFGHANISTAN', u'KANDAHAR (AFGHANISTAN)']",660,"Pentagon officials disclosed new details today about equipment found in a laboratory near Kandahar, Afghanistan, that they contend Al Qaeda intended to use to make biological and chemical weapons.    The officials said the equipment -- a centrifuge...",The New York Times,"[u'BIOLOGICAL AND CHEMICAL WARFARE', u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'UNITED STATES INTERNATIONAL RELATIONS', u'HIJACKING', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/14/world/threats-responses-terrorist-weapons-lab-suggests-qaeda-planned-build-arms.html,World; Washington,2002-09-14,News,4fd26a4e8eb7c8105d82199f
Arrests Raising Hopes in Hunt For Al Qaeda,American investigators and their allies say arrest of Ramzi bin al-Shibh in Karachi gives them unexpected chance to strike major blow against Al Qaeda network in Europe and Southeast Asia; say bin al-Shibh may be one of few people still alive with intimate knowledge of Sept 11 plot; his name has also come up in connection with other Qaeda operations in Europe and North Africa; his legal status remains unclear (M),Foreign Desk,"[u'KARACHI (PAKISTAN)', u'PAKISTAN', u'WASHINGTON (DC)']",1615,"The capture of Ramzi bin al-Shibh in Karachi gives American investigators and their allies an unexpected chance to strike a major blow against the Qaeda network in Europe and Southeast Asia, according to intelligence officials and diplomats.    His...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/15/world/threats-responses-investigation-arrests-raising-hopes-hunt-for-al-qaeda.html,World,2002-09-15,News,4fd21ef08eb7c8105d7a1b6c
Going Our Way,"Thomas L Friedman Op-Ed column reports that what struck him most about Pres Bush's UN speech on Iraq is how US remains unrivaled world leader and that American leadership is based on American values; says that, while terrorists like Osama bin Laden and rogues like Saddam Hussein can unleash lethal events they do not represent alternative trend with any global appeal; quotes Michael Mandelbaum's book The Ideas That Conquered the World (M)",Editorial Desk,[u'IRAQ'],754,"President Bush made a strong case at the U.N. for why the world community should not allow Iraq to go on flouting U.N. weapons inspections. But what struck me most about the scene was how intently the U.N. delegates were waiting for, and listening...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BOOKS AND LITERATURE', u'TERRORISM']",http://www.nytimes.com/2002/09/15/opinion/going-our-way.html,Opinion,2002-09-15,Op-Ed,4fd238e68eb7c8105d7cc551
U.S. SAYS SUSPECTS AWAITED AN ORDER FOR TERROR STRIKE,"Federal officials say five Arab-American arrested in Lakawanna, NY, on Sept 13 received intensive weapons training in Afghanistan in summer of 2001 and were sent back to US to await order for attack; men, all born in US and of Yemeni descent, are charged with providing 'material support' to Al Qaeda by attending training camp, same one that John Walker Lindh attended; Lindh's lawyer declines to say whether he directed investigators to alleged cell; friends and relatives rally to defense of suspects, many suggesting that arrests are result of anti-Muslim witchhunt; photos (M)",National Desk,"[u'LACKAWANNA (NY)', u'AFGHANISTAN']",1397,"Five Arab-American men charged today with operating an active cell of Al Qaeda in western New York had received intensive weapons training in Afghanistan in the summer of 2001 and been sent back to the United States to await the order for an attack,...",The New York Times,"[u'YEMENI-AMERICANS', u'ISLAM', u'TERRORISM']",http://www.nytimes.com/2002/09/15/us/threats-responses-indictment-us-says-suspects-awaited-order-for-terror-strike.html,U.S.,2002-09-15,News,4fd239728eb7c8105d7cd5f7
Arrests Raising Hopes in Hunt For Al Qaeda,American investigators and their allies say arrest of Ramzi bin al-Shibh in Karachi gives them unexpected chance to strike major blow against Al Qaeda network in Europe and Southeast Asia; say bin al-Shibh may be one of few people still alive with intimate knowledge of Sept 11 plot; his name has also come up in connection with other Qaeda operations in Europe and North Africa; his legal status remains unclear (M),Foreign Desk,"[u'KARACHI (PAKISTAN)', u'PAKISTAN', u'WASHINGTON (DC)']",1615,"The capture of Ramzi bin al-Shibh in Karachi gives American investigators and their allies an unexpected chance to strike a major blow against the Qaeda network in Europe and Southeast Asia, according to intelligence officials and diplomats.    His...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/15/world/threats-responses-investigation-arrests-raising-hopes-hunt-for-al-qaeda.html,World,2002-09-15,News,4fd21ef08eb7c8105d7a1b6c
F.B.I. Makes 6th Arrest in Buffalo Inquiry; Community Says Its Sons Aren't Terrorists,"FBI arrests sixth man of Yemeni descent in Gulf Emirate of Bahrain, in addition to five young American citizens arrested in Yemeni community in Lackawanna, NY; six suspects are charged with providing material support for Al Qaeda terrorists; suspect arrested in Bahrain is identified as Mukhtar al-Bakri; co-defendants are Shafal A Mosed, Yahya A Goba, Sahim A Alwan, Yasein A Taher and Faysal H Galab; are charged with undergoing weapons training at Al Qaeda camp in Afghanistan in spring and summer 2001 and returning as 'sleeper cell,' awaiting order for attack on American targets; photo (M)",Foreign Desk,"[u'YEMEN', u'LACKAWANNA (NY)', u'BAHRAIN', u'AFGHANISTAN']",1191,"The Federal Bureau of Investigation has arrested a sixth man of Yemeni descent, family and friends said here tonight, in addition to the five young American citizens charged Saturday with providing ''material support'' for Qaeda terrorists.    The...",The New York Times,"[u'BIOGRAPHICAL INFORMATION', u'YEMENI-AMERICANS', u'TERRORISM']",http://www.nytimes.com/2002/09/16/world/threats-responses-suspects-fbi-makes-6th-arrest-buffalo-inquiry-community-says.html,World,2002-09-16,News,4fd2227b8eb7c8105d7a7975
"Media; If it's on Al Qaeda's favorite station, is it news? A television reporter with a 9/11 scoop finds that nobody seems to care.","Felicity Barringer column says American news organizations remain wary of Al Jazeera, Arab satellite television network, sometimes passing up newsworthy material, because they feel it to be too close to Al Qaeda; discusses questions arising from interview that two Al Qaeda representatives gave to Yosri Fouda of Al Jazeera, which was not widely picked up by American media until one of them, Ramzi bin al-Shibh, was arrested in Pakistan (M)",Business/Financial Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",917,"A TELEVISION reporter in London answered his cellphone one day in June to be told that, if he followed instructions, he would have good material for a 9/11 broadcast. That, the reporter says, is how he ended up in Karachi, Pakistan, interviewing two...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'TELEVISION', u'HIJACKING', u'TERRORISM', u'NEWS AND NEWS MEDIA']",http://www.nytimes.com/2002/09/16/business/media-if-it-s-al-qaeda-s-favorite-station-it-television-reporter-with-9-11-scoop.html,Business,2002-09-16,News,4fd238958eb7c8105d7cb811
6 Suspects Charged Under Broadly Worded Act,"Six men arrested in Lackawanna, NY, and charged with being members of Al Qaeda 'sleeper cell' are being prosecuted under broadly worded Antiterrorism and Effective Death Penalty Act passed by Congress in 1996 largely in response to 1995 Oklahoma City bombing; law makes it illegal to provide material support or resources to any group designated by US as terrorist organization (M)",Metropolitan Desk,"[u'LACKAWANNA (NY)', u'UNITED STATES', u'OKLAHOMA CITY (OKLA)']",513,The six men from western New York who have been accused of having ties to Osama bin Laden's terrorist network are being prosecuted under a broadly worded 1996 law that the Justice Department has depended on in several recent cases and that at least...,The New York Times,"[u'BOMBS AND EXPLOSIVES', u'BIOGRAPHICAL INFORMATION', u'LAW AND LEGISLATION', u'TERRORISM']",http://www.nytimes.com/2002/09/17/nyregion/threats-and-responses-the-law-6-suspects-charged-under-broadly-worded-act.html,New York and Region,2002-09-17,News,4fd222838eb7c8105d7a7d78
Singapore Announces Arrests of 21 Men Linked to Planned Attacks on U.S. Targets,"Singapore announces arrests of 21 men identified as members of Jemaah Islamiyah, extreme Islamic organization spanning Southeast Asia, strengthening evidence gathered by American investigators that group was preparing attacks on US targets; group, whose members allegedly carried out surveillance of American diplomatic facilities in Indonesia, is headed by radical Indonesian cleric Abu Bakar Bashir, who American investigators believe is directly involved in terrorist activities; much of information about group reportedly came from interrogation of Omar al-Faruq, arrested in Jakarta in June and turned over to Americans; photos (M)",Foreign Desk,"[u'SINGAPORE', u'INDONESIA']",1002,"Authorities in Singapore announced today the arrests of 21 men they identified as members of an extremist Islamic organization that spans Southeast Asia, strengthening evidence gathered by American investigators that the group was preparing attacks...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'UNITED STATES FOREIGN SERVICE', u'SINGAPORE-INTERNATIONAL RELATIONS-US', u'ISLAM', u'INDONESIA-INTERNATIONAL RELATIONS-US', u'TERRORISM']",http://www.nytimes.com/2002/09/17/world/threats-responses-detainees-singapore-announces-arrests-21-men-linked-planned.html,World; Washington,2002-09-17,News,4fd2389e8eb7c8105d7cbce8
U.S. Moves Commandos to Base in East Africa,"Hundreds of American Special Operations forces are quietly moved to military base in Djibouti for missions against fighters with Al Qaeda who are believed to be hiding throughout Horn of Africa; Belleau Wood, amphibious assault ship, is sailing off Djibouti to act as steppingstone for American commandos; potential target is uncharted and lawless area along Yemen's porous border with Saudi Arabia; capture of Ramzi bin al-Shibh and about 10 other Al Qaeda suspects with Yemeni connections in Pakistan only emphasizes significance of region (M)",Foreign Desk,"[u'YEMEN', u'AFRICA', u'PAKISTAN', u'DJIBOUTI']",932,"Hundreds of American Special Operations forces have been quietly moved to a military base in East Africa for missions against fighters with Al Qaeda who are believed to be hiding throughout the region, but especially in Yemen, Pentagon officials said...",The New York Times,"[u'UNITED STATES INTERNATIONAL RELATIONS', u'BELLEAU WOOD (SHIP)', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/18/world/threats-and-responses-the-hunt-us-moves-commandos-to-base-in-east-africa.html,World; Washington,2002-09-18,News,4fd281258eb7c8105d84cee0
Commander's Visit Part of Growing Role for Qatar,"Gen Tommy R Franks, commander of American forces in Persian Gulf, arrives in Qatar for talks about US use of Al Udeid airfield in any war against Iraq; strains in relations between US and Saudi Arabia have benefited Sheik Hamad bin Khalifa al-Thani, Qatar's emir and defense minister, in his assiduous courtship of American military, which he regards as his country's ultimate protector; photos; map (M)",Foreign Desk,"[u'IRAQ', u'QATAR', u'AL UDEID (QATAR)', u'SAUDI ARABIA']",961,"The commander of American forces in the Persian Gulf, Gen. Tommy R. Franks, arrived here today for talks about the rapidly expanding American military presence in this gulf state that is expected to play a key role in a war against Iraq.    ...",The New York Times,"[u'ATOMIC WEAPONS', u'BIOLOGICAL AND CHEMICAL WARFARE', u'UNITED STATES INTERNATIONAL RELATIONS', u'MILITARY BASES AND INSTALLATIONS', u'TERRORISM', u'UNITED STATES ARMAMENT AND DEFENSE']",http://www.nytimes.com/2002/09/18/world/threats-responses-gulf-region-commander-s-visit-part-growing-role-for-qatar.html,World; Washington,2002-09-18,News,4fd281258eb7c8105d84cee1
Metro Briefing | New York: Manhattan: Life Sentence Sought In Stabbing,"Prosecutor argues that when Mamdouh Mahmud Salim, reputed official of Al Qaeda, stabbed jail guard in late 2000, his act was related to terrorism and that Salim is thus liable for term of life imprisonment (S)",Metropolitan Desk,[u'NEW YORK CITY'],127,"A federal prosecutor asked a federal judge yesterday to rule that when Mamdouh Mahmud Salim, a reputed official of Al Qaeda, stabbed a jail guard in late 2000, the act was related to terrorism and made Mr. Salim liable for a term of life...",The New York Times,[u'TERRORISM'],http://www.nytimes.com/2002/09/18/nyregion/metro-briefing-new-york-manhattan-life-sentence-sought-in-stabbing.html,New York and Region,2002-09-18,News,4fd21ee48eb7c8105d7a144a
U.S. Names 7th Man in Qaeda Cell Near Buffalo and Calls His Role Pivotal,"Federal officials identify Kamal Derwish, former resident of Lackawanna, NY, whose religious fervor attracted number of local young men, as person who helped arrange their training in Al Qaeda cell; onetime neighbors say Derwish grew up in Saudi Arabia, came to Lackawanna as teenager, returned to Yemen to marry and returned to Lackawanna, where he and his wife had child; say he left once more for Yemen about two years ago (M)",Metropolitan Desk,"[u'YEMEN', u'AL QAEDA (TERRORIST GROUP)', u'LACKAWANNA (NY)', u'SAUDI ARABIA']",954,"Federal officials today identified Kamal Derwish, a former resident of this city whose religious fervor had attracted a number of local young men, as the person who had helped arrange their training in what federal authorities say was a cell of Al...",The New York Times,"[u'ISLAM', u'TERRORISM']",http://www.nytimes.com/2002/09/18/nyregion/threats-responses-suspects-us-names-7th-man-qaeda-cell-near-buffalo-calls-his.html,New York and Region,2002-09-18,News,4fd238948eb7c8105d7cb6c7
U.S. FAILED TO ACT ON WARNINGS IN '98 OF A PLANE ATTACK,"Congressional investigation into Sept 11 attacks finds that US intelligence community was told in 1998 that Arab terrorists were planning to fly bomb-laden plane into World Trade Center, but FBI and FAA did not take threat seriously; existence of 1998 intelligence report from CIA, one of several warnings US received but did not seriously analyze, is disclosed in presentation by committee's staff director Eleanor Hill; report concludes that there was evidence of growing interest by Al Qaeda and related groups in high-profile attacks inside US years before attacks on trade center and Pentagon; Hill says joint committee has still not found 'smoking gun' that could have helped prevent Sept 11 attack, but says there was much information that was never pulled together; in fact, from 1998 to 2001, CIA and FBI and other agencies received so many reports of Al Qaeda's interest in attacking Washington and New York, either with airplanes or other means, that CIA Dir George J Tenet issued 'declaration of war' on Al Qaeda in Dec 1998; Hill says intelligence agencies failed to adequately follow up on Tenet's declaration; notes that on Sept 10, 2001, FBI had only one analyst assigned full time to Al Qaeda; photo (L)",National Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1287,"The United States intelligence community was told in 1998 that Arab terrorists were planning to fly a bomb-laden plane into the World Trade Center, but the F.B.I. and the Federal Aviation Administration did not take the threat seriously, a...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'INTELLIGENCE SERVICES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/19/us/threats-responses-investigation-us-failed-act-warnings-98-plane-attack.html,Front Page; U.S.,2002-09-19,News,4fd234cf8eb7c8105d7c616c
While America Slept,"Editorial says initial findings of Congressional committee reviewing performance of America's intelligence agencies before Sept 11 are profoundly disturbing; says CIA and FBI failed to respond adequately to information that Osama bin Laden and his followers hoped to hit sites in United States and that airliners might be used as weapons; says findings underscore urgent need for greater alertness, more coordination between agencies and recognition that intelligence agencies must constantly be looking not just for familiar threats but also for new and unexpected methods of attack",Editorial Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",431,The initial findings of a Congressional committee that has been reviewing the performance of America's intelligence agencies before Sept. 11 are profoundly disturbing. While the investigation has not found that the agencies collected information...,The New York Times,"[u'AIRLINES AND AIRPLANES', u'INTELLIGENCE SERVICES', u'EDITORIALS', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/19/opinion/while-america-slept.html,Opinion,2002-09-19,Editorial,4fd220d68eb7c8105d7a49ec
Front Companies Said to Keep Financing Terrorists,Hundreds of companies worldwide are thought to form shadow network capable of providing money and logistical support for continued attacks by Al Qaeda and other loosely connected militants; United Nations report this month concludes that Al Qaeda remains threat partly because it retains access to between $30 million and $300 million controlled by ostensibly legitimate businesses associated with terror network; report notes that many suspected front companies are in countries with few regulations and can pack up and disappear overnight; effort to disrupt flow of money to remaining Al Qaeda operatives around world has become one of primary goals of US and its allies (M),Foreign Desk,"[u'NEW YORK CITY', u'WASHINGTON (DC)']",1416,"Hundreds of companies worldwide form a shadow network capable of providing money and logistical support for continued attacks by Al Qaeda and other loosely connected militants, investigators and financial regulators in Europe and the United States...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'FINANCES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/19/world/threats-responses-qaeda-s-bankrolls-front-companies-said-keep-financing.html,World,2002-09-19,News,4fd222818eb7c8105d7a7c3a
No Link to Al Qaeda in Arrests in Germany,"German prosecutors say they have found no evidence so far to link couple charged with planning Sept 11 attack in Germany to Al Qaeda or any other international terrorist group; arrests of Astrid Eyzaguirre and Osman Petneczi, following tipoff to American military police, prompted immediate concerns that couple was working on behalf of Al Qaeda, partly because picture of Osama bin Laden was found in their apartment (S)",Foreign Desk,"[u'GERMANY', u'NEW YORK CITY', u'WASHINGTON (DC)']",189,"German prosecutors say they have found no evidence so far to link a couple charged with planning a Sept. 11 attack in Germany to Al Qaeda or any other international terrorist group.    Astrid Eyzaguirre, 23, an American who worked at a supermarket on...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/19/world/threats-and-responses-no-link-to-al-qaeda-in-arrests-in-germany.html,World,2002-09-19,News,4fd21f8e8eb7c8105d7a2a3a
U.S. Seeks To Deny Bail To Accused,"Government prosecutors at bail hearing for four of seven men charged in Buffalo, NY, as cell of Al Qaeda say that when four went to Pakistan in spring of 2001, supposedly for religious education, they were told they would meet Osama bin Laden; say year later, one of four, Mukhtar al Bakri, sent e-mail message from Bahrain titled 'The Big Meal,' which government believes referred to planned explosives attack on Americans; seven defendants are charged with providing 'material support' to terrorists by training at camp run by Al Qaeda in Afghanistan; federal prosecutors seek to show that seven are likely to flee or are threat to community and should be denied bail; photo (M)",National Desk,"[u'NEW YORK CITY', u'BUFFALO (NY)', u'BAHRAIN', u'WASHINGTON (DC)', u'AFGHANISTAN']",602,"The government said today that soon after four of the seven men charged here as a cell of Al Qaeda arrived in Pakistan in the spring of 2001, supposedly for religious education, they were told ''you are going to meet the most wanted one,'' meaning...",The New York Times,"[u'WORLD TRADE CENTER (NYC)', u'AIRLINES AND AIRPLANES', u'BOMBS AND EXPLOSIVES', u'HIJACKING', u'TERRORISM']",http://www.nytimes.com/2002/09/19/us/threats-and-responses-the-buffalo-case-us-seeks-to-deny-bail-to-accused.html,U.S.,2002-09-19,News,4fd281298eb7c8105d84d216
